,IsWinner,ProductId,TimeOfOfferChange,ConditionNotes,IsFeaturedMerchant,IsFulfilledByAmazon,ListingPrice,SellerFeedbackRating,SellerFeedbackCount,SellerId,ShippingPrice,ShippingTime_minHours,ShippingTime_maxHours,ShipsFromCountry,ShipsFromState
5928,0,2802818691485963934,2016-02-04T04:39:12.278Z,nan,1,0,221.61,96,1790,1788801474825896666,9.98,96,120,US,NY
5929,0,2802818691485963934,2016-02-04T04:39:12.278Z,Duty free - Ships from USA,1,0,233.12,98,1446,1163115142515862290,0.0,24,48,US,CA
5934,0,1915257717469671669,2016-02-04T04:43:44.123Z,nan,0,0,100.3,98,3293,4143506568603310959,21.45,24,48,US,NY
5935,0,1915257717469671669,2016-02-04T04:43:44.123Z,nan,0,0,111.4,92,1500,5477944942700666016,10.36,72,96,US,MI
5936,1,1915257717469671669,2016-02-04T04:43:44.123Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,124.29,96,35270,6791568714796518563,0.0,96,120,CA,QC
5937,0,1915257717469671669,2016-02-04T04:43:44.123Z,nan,1,0,91.41,93,2521,-5016003493506265192,36.4,24,48,US,VA
5939,0,1915257717469671669,2016-02-04T04:43:44.123Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,122.09,96,7090,-373508113925093038,12.95,24,48,CA,ON
5940,0,1915257717469671669,2016-02-04T04:43:44.123Z,nan,1,0,126.92,96,1790,1788801474825896666,9.98,96,120,US,NY
5941,0,1915257717469671669,2016-02-04T04:43:44.123Z,nan,0,0,128.24,93,629,8715827136220149312,8.97,72,96,US,NY
5946,0,1915257717469671669,2016-02-04T04:43:44.123Z,nan,1,0,122.15,97,4513,622743086816758000,30.05,144,240,US,NJ
5953,0,-3801737773983757123,2016-02-04T04:47:12.975Z,"GST/HST Only, No PST. Part Number: QL710W",1,0,175.74,95,4385,-2572277640783537773,13.2,24,48,CA,ON
5954,0,-3801737773983757123,2016-02-04T04:47:12.975Z,nan,0,0,177.3,96,136,-466213906146925537,13.55,48,72,CA,ON
5955,0,-3801737773983757123,2016-02-04T04:47:12.975Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,198.65,96,35270,6791568714796518563,0.0,144,240,CA,QC
5956,0,-3801737773983757123,2016-02-04T04:47:12.975Z,nan,1,0,202.6,98,478,5452082314297826053,6.99,24,48,CA,ON
5957,1,-3801737773983757123,2016-02-04T04:47:12.975Z,nan,1,0,203.68,93,629,8715827136220149312,6.66,72,96,US,NY
5959,0,-3801737773983757123,2016-02-04T04:47:12.975Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,220.24,96,35270,6791568714796518563,0.0,96,120,CA,QC
5961,0,-3801737773983757123,2016-02-04T04:47:12.975Z,nan,1,0,197.98,93,2521,-5016003493506265192,32.16,24,48,US,VA
5963,0,-3801737773983757123,2016-02-04T04:47:12.975Z,nan,1,0,241.46,92,1500,5477944942700666016,9.11,72,96,US,MI
5964,0,-3801737773983757123,2016-02-04T04:47:12.975Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,248.47,95,4078,-1789487307643024748,9.65,96,120,CA,ON
5966,0,-3801737773983757123,2016-02-04T04:47:12.975Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,253.58,96,7090,-373508113925093038,17.95,24,48,CA,ON
5967,0,-3801737773983757123,2016-02-04T04:47:12.975Z,Our items ship from within Canada. You need not worry about duty.,1,0,259.8,92,51,8994525145737931518,18.2,144,240,CA,ON
5968,0,-3801737773983757123,2016-02-04T04:47:12.975Z,nan,1,0,289.2,96,1790,1788801474825896666,9.98,96,120,US,NY
5969,0,-3801737773983757123,2016-02-04T04:47:12.975Z,nan,1,0,294.74,96,1790,1788801474825896666,9.98,96,120,US,NY
5971,0,-3801737773983757123,2016-02-04T04:47:12.975Z,Duty free - Ships from USA,1,0,316.67,98,1446,1163115142515862290,0.0,24,48,US,CA
5973,0,-8024977944699087706,2016-02-04T04:39:17.501Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,71.39,95,4078,-1789487307643024748,0.0,48,72,CA,ON
5974,0,-8024977944699087706,2016-02-04T04:39:17.501Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,71.49,96,35270,6791568714796518563,0.0,96,120,CA,QC
5976,0,-8024977944699087706,2016-02-04T04:39:17.501Z,nan,1,0,63.36,95,2283,8118683026995803963,10.59,144,240,CA,BC
5977,0,-8024977944699087706,2016-02-04T04:39:17.501Z,"GST/HST Only, No PST. Part Number: PS3612-20HW",1,0,62.93,95,4385,-2572277640783537773,14.42,24,48,CA,ON
5978,0,-8024977944699087706,2016-02-04T04:39:17.501Z,nan,0,0,61.59,98,3293,4143506568603310959,23.49,24,48,US,NY
5979,0,-8024977944699087706,2016-02-04T04:39:17.501Z,nan,0,0,89.01,93,629,8715827136220149312,10.32,72,96,US,NY
5981,0,-8024977944699087706,2016-02-04T04:39:17.501Z,nan,1,0,60.64,93,2521,-5016003493506265192,38.89,24,48,US,VA
5982,0,-8024977944699087706,2016-02-04T04:39:17.501Z,nan,1,0,81.94,97,4513,622743086816758000,20.05,144,240,US,NJ
5985,0,-8024977944699087706,2016-02-04T04:39:17.501Z,nan,1,0,103.53,96,1790,1788801474825896666,9.98,96,120,US,NY
5993,0,-948779765034601715,2016-02-04T04:44:19.238Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,708.3,95,4078,-1789487307643024748,0.0,48,72,CA,ON
5994,0,-948779765034601715,2016-02-04T04:44:19.238Z,nan,0,0,708.4,97,217,-7970120380487528724,0.0,24,48,CA,QC
5995,1,-948779765034601715,2016-02-04T04:44:19.238Z,"GST/HST Only, No PST.",1,0,670.51,95,4385,-2572277640783537773,42.49,24,48,CA,ON
5996,0,-948779765034601715,2016-02-04T04:44:19.238Z,Can not ship order to PO boxes or remote areas. SMART1000RM1U,0,0,701.97,100,384,4987276067789979672,44.66,24,48,CA,ON
5997,0,-948779765034601715,2016-02-04T04:44:19.238Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,778.49,100,4601,5657218934756058127,0.0,24,48,CA,ON
5998,0,-948779765034601715,2016-02-04T04:44:19.238Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,792.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
5999,0,-948779765034601715,2016-02-04T04:44:19.238Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,855.92,96,35270,6791568714796518563,0.0,96,120,CA,QC
6000,0,-948779765034601715,2016-02-04T04:44:19.238Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,870.81,96,35270,6791568714796518563,0.0,96,120,CA,QC
6001,0,-948779765034601715,2016-02-04T04:44:19.238Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,854.83,98,105,-4763225123075092614,16.69,24,48,CA,QC
6002,0,-948779765034601715,2016-02-04T04:44:19.238Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,870.9,95,338,2760162070632027753,16.69,24,48,CA,QC
6004,0,-948779765034601715,2016-02-04T04:44:19.238Z,nan,1,0,776.35,93,2521,-5016003493506265192,193.93,24,48,US,VA
6005,0,-948779765034601715,2016-02-04T04:44:19.238Z,nan,1,0,982.57,96,1790,1788801474825896666,9.98,96,120,US,NY
6006,0,-948779765034601715,2016-02-04T04:44:19.238Z,nan,1,0,994.57,96,1790,1788801474825896666,9.98,96,120,US,NY
6007,0,-948779765034601715,2016-02-04T04:44:19.238Z,Duty free - Ships from USA,1,0,1075.97,98,1446,1163115142515862290,0.0,24,48,US,CA
6008,0,-948779765034601715,2016-02-04T04:44:19.238Z,nan,0,0,1066.53,50,2,-7084126735194704117,38.49,24,48,US,CA
6011,0,6002100342124663079,2016-02-04T04:55:50.907Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,58.78,95,4078,-1789487307643024748,0.0,48,72,CA,ON
6012,0,6002100342124663079,2016-02-04T04:55:50.907Z,"GST/HST Only, No PST.",1,0,47.25,95,4385,-2572277640783537773,11.63,24,48,CA,ON
6013,0,6002100342124663079,2016-02-04T04:55:50.907Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,49.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
6014,0,6002100342124663079,2016-02-04T04:55:50.907Z,nan,0,0,49.8,98,3293,4143506568603310959,10.99,48,72,US,NY
6016,0,6002100342124663079,2016-02-04T04:55:50.907Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,64.34,96,35270,6791568714796518563,0.0,96,120,CA,QC
6018,0,6002100342124663079,2016-02-04T04:55:50.907Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,58.01,96,7090,-373508113925093038,9.95,24,48,CA,ON
6019,0,6002100342124663079,2016-02-04T04:55:50.907Z,Can not ship order to PO boxes or remote areas. MCHD2VGA,1,0,54.43,100,384,4987276067789979672,13.64,24,48,CA,ON
6023,0,6002100342124663079,2016-02-04T04:55:50.907Z,nan,1,0,65.96,96,1790,1788801474825896666,9.98,96,120,US,NY
6028,0,6002100342124663079,2016-02-04T04:55:50.907Z,Duty free - Ships from USA,1,0,119.38,98,1446,1163115142515862290,0.0,24,48,US,CA
6029,0,6002100342124663079,2016-02-04T04:55:50.907Z,"Dispatched From USA. Best Service, BRAND NEW and in ORIGINAL PACKAGE.",1,0,91.25,96,184,-5514312832713552000,44.65,96,120,US,NY
6030,1,6677087906630352533,2016-02-04T04:54:53.236Z,nan,1,0,155.48,94,337,8586667904697145788,5.98,96,120,CA,BC
6031,0,6677087906630352533,2016-02-04T04:54:53.236Z,"GST/HST Only, No PST. Part Number: INTERNET900U",1,0,151.84,95,4385,-2572277640783537773,20.02,24,48,CA,ON
6032,0,6677087906630352533,2016-02-04T04:54:53.236Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,190.1,96,35270,6791568714796518563,0.0,96,120,CA,QC
6033,0,6677087906630352533,2016-02-04T04:54:53.236Z,.,0,0,200.88,98,478,5452082314297826053,6.99,24,48,CA,ON
6035,0,6677087906630352533,2016-02-04T04:54:53.236Z,nan,0,0,205.82,92,1500,5477944942700666016,20.24,72,96,US,MI
6036,0,6677087906630352533,2016-02-04T04:54:53.236Z,nan,0,0,203.68,93,629,8715827136220149312,27.17,72,96,US,NY
6044,0,6677087906630352533,2016-02-04T04:54:53.236Z,Duty free - Ships from USA,1,0,276.05,98,1446,1163115142515862290,0.0,24,48,US,CA
6045,0,6677087906630352533,2016-02-04T04:54:53.236Z,nan,1,0,268.22,96,1790,1788801474825896666,9.98,96,120,US,NY
6046,0,6677087906630352533,2016-02-04T04:54:53.236Z,nan,1,0,272.17,96,1790,1788801474825896666,9.98,96,120,US,NY
6050,0,2803611898197268283,2016-02-04T04:47:08.943Z,"GST/HST Only, No PST.",1,0,98.45,95,4385,-2572277640783537773,12.3,24,48,CA,ON
6051,1,2803611898197268283,2016-02-04T04:47:08.943Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,111.87,95,4078,-1789487307643024748,0.0,48,72,CA,ON
6052,0,2803611898197268283,2016-02-04T04:47:08.943Z,nan,0,0,98.07,98,3293,4143506568603310959,13.9,48,72,US,NY
6053,0,2803611898197268283,2016-02-04T04:47:08.943Z,nan,1,0,103.42,95,2283,8118683026995803963,8.99,144,240,CA,BC
6054,0,2803611898197268283,2016-02-04T04:47:08.943Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,112.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
6055,0,2803611898197268283,2016-02-04T04:47:08.943Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,114.89,100,4601,5657218934756058127,0.0,24,48,CA,ON
6056,0,2803611898197268283,2016-02-04T04:47:08.943Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,117.02,96,35270,6791568714796518563,0.0,96,120,CA,QC
6057,0,2803611898197268283,2016-02-04T04:47:08.943Z,Can not ship order to PO boxes or remote areas. HWABN2,1,0,103.18,100,384,4987276067789979672,14.32,24,48,CA,ON
6058,0,2803611898197268283,2016-02-04T04:47:08.943Z,nan,1,0,101.76,93,2521,-5016003493506265192,27.18,24,48,US,VA
6060,0,2803611898197268283,2016-02-04T04:47:08.943Z,nan,1,0,139.36,96,1790,1788801474825896666,9.98,96,120,US,NY
6068,0,2803611898197268283,2016-02-04T04:47:08.943Z,Our items ship from within Canada. You need not worry about duty.,1,0,178.11,92,51,8994525145737931518,17.3,144,240,CA,ON
6071,0,-730727382600473512,2016-02-04T04:39:28.347Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,10.86,96,35270,6791568714796518563,0.0,96,120,CA,QC
6077,0,-730727382600473512,2016-02-04T04:39:28.347Z,nan,0,0,4.57,98,3293,4143506568603310959,7.99,24,48,US,NY
6078,0,-730727382600473512,2016-02-04T04:39:28.347Z,nan,1,0,8.73,95,10182,7102261811958052132,5.0,96,120,CA,BC
6083,0,-730727382600473512,2016-02-04T04:39:28.347Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,5.09,95,338,2760162070632027753,14.99,24,48,CA,QC
6084,0,-730727382600473512,2016-02-04T04:39:28.347Z,"GST/HST Only, No PST. Part Number: GC46FMKEY",1,0,9.88,95,4385,-2572277640783537773,11.02,24,48,CA,ON
6085,0,-730727382600473512,2016-02-04T04:39:28.347Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,6.36,98,105,-4763225123075092614,14.99,24,48,CA,QC
6087,0,-730727382600473512,2016-02-04T04:39:28.347Z,nan,1,0,12.53,96,1790,1788801474825896666,9.98,96,120,US,NY
6088,0,-730727382600473512,2016-02-04T04:39:28.347Z,nan,1,0,9.62,88,8,-8525206226782446413,22.14,24,48,US,IL
6090,0,-7634163259396771759,2016-02-04T04:55:51.298Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,538.36,95,4078,-1789487307643024748,0.0,48,72,CA,ON
6091,0,-7634163259396771759,2016-02-04T04:55:51.298Z,"GST/HST Only, No PST.",1,0,509.4,95,4385,-2572277640783537773,29.06,24,48,CA,ON
6092,1,-7634163259396771759,2016-02-04T04:55:51.298Z,nan,1,0,524.0,94,25,-5797778746853956605,20.0,24,48,CA,ON
6093,0,-7634163259396771759,2016-02-04T04:55:51.298Z,Can not ship order to PO boxes or remote areas. SK3TB,1,0,536.95,100,384,4987276067789979672,31.16,24,48,CA,ON
6094,0,-7634163259396771759,2016-02-04T04:55:51.298Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,583.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
6095,0,-7634163259396771759,2016-02-04T04:55:51.298Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,593.1,100,4601,5657218934756058127,0.0,24,48,CA,ON
6096,0,-7634163259396771759,2016-02-04T04:55:51.298Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,599.23,96,35270,6791568714796518563,0.0,96,120,CA,QC
6097,0,-7634163259396771759,2016-02-04T04:55:51.298Z,nan,1,0,555.07,93,2521,-5016003493506265192,119.75,24,48,US,VA
6098,0,-7634163259396771759,2016-02-04T04:55:51.298Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,679.58,98,105,-4763225123075092614,14.99,24,48,CA,QC
6099,0,-7634163259396771759,2016-02-04T04:55:51.298Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,681.0,95,338,2760162070632027753,14.99,24,48,CA,QC
6100,0,-7634163259396771759,2016-02-04T04:55:51.298Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,736.46,96,7090,-373508113925093038,17.95,24,48,CA,ON
6101,0,-7634163259396771759,2016-02-04T04:55:51.298Z,nan,1,0,873.83,96,1790,1788801474825896666,9.98,96,120,US,NY
6104,0,-2304452056586765359,2016-02-04T04:55:52.349Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,65.61,95,4078,-1789487307643024748,0.0,48,72,CA,ON
6105,0,-2304452056586765359,2016-02-04T04:55:52.349Z,"GST/HST Only, No PST. Part Mummber: AVS02",1,0,53.55,95,4385,-2572277640783537773,12.16,24,48,CA,ON
6106,0,-2304452056586765359,2016-02-04T04:55:52.349Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,58.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
6107,0,-2304452056586765359,2016-02-04T04:55:52.349Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,69.06,96,35270,6791568714796518563,0.0,96,120,CA,QC
6109,0,-2304452056586765359,2016-02-04T04:55:52.349Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,75.74,100,4601,5657218934756058127,0.0,24,48,CA,ON
6110,0,-2304452056586765359,2016-02-04T04:55:52.349Z,Can not ship order to PO boxes or remote areas. AVS02,1,0,64.62,100,384,4987276067789979672,14.18,24,48,CA,ON
6111,0,-2304452056586765359,2016-02-04T04:55:52.349Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,1,0,64.17,95,338,2760162070632027753,14.99,24,48,CA,QC
6112,0,-2304452056586765359,2016-02-04T04:55:52.349Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,68.23,98,105,-4763225123075092614,14.99,24,48,CA,QC
6113,0,-2304452056586765359,2016-02-04T04:55:52.349Z,nan,1,0,58.54,93,2521,-5016003493506265192,26.43,24,48,US,VA
6116,0,-2304452056586765359,2016-02-04T04:55:52.349Z,nan,1,0,83.65,96,1790,1788801474825896666,9.98,96,120,US,NY
6121,0,-2304452056586765359,2016-02-04T04:55:52.349Z,nan,1,0,91.5,97,4513,622743086816758000,24.8,144,240,US,NJ
6122,0,-2304452056586765359,2016-02-04T04:55:52.349Z,"Dispatched From USA. Best Service, BRAND NEW and in ORIGINAL PACKAGE.",1,0,105.43,96,184,-5514312832713552000,50.11,96,120,US,NY
6123,1,5056100547530134485,2016-02-04T04:55:07.126Z,"GST/HST Only, No PST.",1,0,189.98,95,4385,-2572277640783537773,17.49,24,48,CA,ON
6124,0,5056100547530134485,2016-02-04T04:55:07.126Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,217.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
6125,0,5056100547530134485,2016-02-04T04:55:07.126Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,222.97,95,4078,-1789487307643024748,0.0,48,72,CA,ON
6126,0,5056100547530134485,2016-02-04T04:55:07.126Z,Can not ship order to PO boxes or remote areas. PDUMH20HV,0,0,203.54,100,384,4987276067789979672,19.53,24,48,CA,ON
6127,0,5056100547530134485,2016-02-04T04:55:07.126Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,226.08,100,4601,5657218934756058127,0.0,24,48,CA,ON
6130,0,5056100547530134485,2016-02-04T04:55:07.126Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,232.51,96,7090,-373508113925093038,17.95,24,48,CA,ON
6132,0,5056100547530134485,2016-02-04T04:55:07.126Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,244.38,98,105,-4763225123075092614,14.99,24,48,CA,QC
6133,0,5056100547530134485,2016-02-04T04:55:07.126Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,244.89,95,338,2760162070632027753,14.99,24,48,CA,QC
6134,0,5056100547530134485,2016-02-04T04:55:07.126Z,nan,1,0,219.48,93,2521,-5016003493506265192,55.84,24,48,US,VA
6136,0,5056100547530134485,2016-02-04T04:55:07.126Z,nan,1,0,253.07,97,4513,622743086816758000,44.57,144,240,US,NJ
6142,0,5056100547530134485,2016-02-04T04:55:07.126Z,nan,1,0,316.55,96,1790,1788801474825896666,9.98,96,120,US,NY
6143,0,-1203282458825787586,2016-02-04T04:55:59.174Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,86.45,95,4078,-1789487307643024748,8.23,48,72,CA,ON
6144,0,-1203282458825787586,2016-02-04T04:55:59.174Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,94.78,96,35270,6791568714796518563,0.0,96,120,CA,QC
6145,0,-1203282458825787586,2016-02-04T04:55:59.174Z,nan,1,0,84.96,96,1790,1788801474825896666,9.98,96,120,US,NY
6146,1,-1203282458825787586,2016-02-04T04:55:59.174Z,nan,1,0,85.1,96,1790,1788801474825896666,9.98,96,120,US,NY
6149,0,-1203282458825787586,2016-02-04T04:55:59.174Z,"GST/HST Only, No PST. Part Number: AE3000-NP",1,0,91.53,95,4385,-2572277640783537773,11.31,24,48,CA,ON
6151,0,-1203282458825787586,2016-02-04T04:55:59.174Z,nan,1,0,85.2,93,2521,-5016003493506265192,21.69,24,48,US,VA
6154,0,-1203282458825787586,2016-02-04T04:55:59.174Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,1,0,106.03,98,105,-4763225123075092614,14.99,24,48,CA,QC
6156,0,-1203282458825787586,2016-02-04T04:55:59.174Z,Our items ship from within Canada. You need not worry about duty.,1,0,125.72,92,51,8994525145737931518,16.31,144,240,CA,ON
6157,0,-1203282458825787586,2016-02-04T04:55:59.174Z,Duty free - Ships from USA,1,0,150.25,98,1446,1163115142515862290,0.0,24,48,US,CA
6159,1,5477156975909995176,2016-02-04T04:47:12.278Z,"GST/HST Only, No PST. Part Number: JU-VG0211-S1",1,0,81.82,95,4385,-2572277640783537773,11.22,24,48,CA,ON
6160,0,5477156975909995176,2016-02-04T04:47:12.278Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,84.99,84,161,-3129154375621551414,8.99,24,48,CA,ON
6161,0,5477156975909995176,2016-02-04T04:47:12.278Z,nan,0,0,84.29,98,3293,4143506568603310959,10.99,48,72,US,NY
6162,0,5477156975909995176,2016-02-04T04:47:12.278Z,Can not ship order to PO boxes or remote areas. JU-VG0211-S1,1,0,84.57,100,384,4987276067789979672,13.23,24,48,CA,ON
6163,0,5477156975909995176,2016-02-04T04:47:12.278Z,nan,1,0,87.91,96,1790,1788801474825896666,9.98,96,120,US,NY
6165,0,5477156975909995176,2016-02-04T04:47:12.278Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,105.23,100,4601,5657218934756058127,0.0,24,48,CA,ON
6166,0,5477156975909995176,2016-02-04T04:47:12.278Z,nan,1,0,84.18,93,2521,-5016003493506265192,21.2,24,48,US,VA
6167,0,5477156975909995176,2016-02-04T04:47:12.278Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,107.87,96,35270,6791568714796518563,0.0,96,120,CA,QC
6176,0,5477156975909995176,2016-02-04T04:47:12.278Z,Duty free - Ships from USA,1,0,144.22,98,1446,1163115142515862290,0.0,24,48,US,CA
6177,0,5477156975909995176,2016-02-04T04:47:12.278Z,nan,1,0,117.46,97,4513,622743086816758000,27.67,144,240,US,NJ
6180,0,6350880595717420786,2016-02-04T04:56:10.758Z,nan,0,0,23.19,67,9,1929046423112965216,6.98,24,48,CA,AB
6181,0,6350880595717420786,2016-02-04T04:56:10.758Z,nan,1,0,26.58,95,10182,7102261811958052132,5.24,96,120,CA,BC
6182,0,6350880595717420786,2016-02-04T04:56:10.758Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",0,0,33.77,96,35270,6791568714796518563,0.0,96,120,CA,QC
6183,0,6350880595717420786,2016-02-04T04:56:10.758Z,Manufacturer Part Number: F8E550,0,0,28.12,95,4385,-2572277640783537773,11.49,24,48,CA,ON
6185,0,6350880595717420786,2016-02-04T04:56:10.758Z,nan,0,0,35.72,60,5,9144783603601765253,5.54,24,48,US,FL
6188,0,6350880595717420786,2016-02-04T04:56:10.758Z,We ship by courier next day when possible on most items. We do not ship to PO boxes.We do,0,0,27.72,95,338,2760162070632027753,16.69,24,48,CA,QC
6192,0,6350880595717420786,2016-02-04T04:56:10.758Z,nan,0,0,38.78,96,1790,1788801474825896666,9.98,96,120,US,NY
6193,0,6350880595717420786,2016-02-04T04:56:10.758Z,Flat Rate Courier Shipping. No shipping to PO boxes or remote areas. Trucking companies ar,0,0,34.92,98,105,-4763225123075092614,16.69,24,48,CA,QC
6195,0,6350880595717420786,2016-02-04T04:56:10.758Z,Brand new and ready to ship from CANADA **** FAST SHIPPING ***,1,0,51.9,96,7090,-373508113925093038,9.95,24,48,CA,ON
6197,0,6350880595717420786,2016-02-04T04:56:10.758Z,Duty free - Ships from USA,0,0,86.24,98,1446,1163115142515862290,0.0,24,48,US,CA
6198,0,3673104869722374549,2016-02-04T04:56:12.794Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,32.45,96,35270,6791568714796518563,0.0,96,120,CA,QC
6200,0,3673104869722374549,2016-02-04T04:56:12.794Z,nan,0,0,27.41,98,3293,4143506568603310959,7.99,24,48,US,NY
6201,0,3673104869722374549,2016-02-04T04:56:12.794Z,nan,1,0,23.2,97,217,-7970120380487528724,12.95,24,48,CA,QC
6203,0,3673104869722374549,2016-02-04T04:56:12.794Z,nan,1,0,28.95,96,1790,1788801474825896666,9.98,96,120,US,NY
6204,0,3673104869722374549,2016-02-04T04:56:12.794Z,"GST/HST Only, No PST. Part Mummber: N820-05M",1,0,28.19,95,4385,-2572277640783537773,11.04,24,48,CA,ON
6206,0,3673104869722374549,2016-02-04T04:56:12.794Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,37.98,95,4078,-1789487307643024748,8.02,48,72,CA,ON
6212,0,3673104869722374549,2016-02-04T04:56:12.794Z,nan,1,0,94.18,50,2,-7084126735194704117,7.04,24,48,US,CA
6213,0,2803611898197268283,2016-02-04T04:55:50.329Z,"Ready To Ship - We are unable to ship to PO Boxes, NT, YT and NU Territories",1,0,110.65,95,4078,-1789487307643024748,0.0,48,72,CA,ON
6214,1,2803611898197268283,2016-02-04T04:55:50.329Z,"GST/HST Only, No PST.",1,0,98.45,95,4385,-2572277640783537773,12.3,24,48,CA,ON
6215,0,2803611898197268283,2016-02-04T04:55:50.329Z,nan,0,0,98.07,98,3293,4143506568603310959,13.9,48,72,US,NY
6216,0,2803611898197268283,2016-02-04T04:55:50.329Z,nan,1,0,103.42,95,2283,8118683026995803963,8.99,144,240,CA,BC
6217,0,2803611898197268283,2016-02-04T04:55:50.329Z,Ownership. Respect. Family. An Employee Owned Company - 100% Canadian.,0,0,112.99,84,161,-3129154375621551414,0.0,24,48,CA,ON
6218,0,2803611898197268283,2016-02-04T04:55:50.329Z,*Free shipping from Canada / Livraison GRATUITE depuis Canada*,1,0,114.89,100,4601,5657218934756058127,0.0,24,48,CA,ON
6219,0,2803611898197268283,2016-02-04T04:55:50.329Z,"Brand new items, Experienced seller, Shipping from Canada, French and English Service. / I",1,0,117.02,96,35270,6791568714796518563,0.0,96,120,CA,QC
6220,0,2803611898197268283,2016-02-04T04:55:50.329Z,Can not ship order to PO boxes or remote areas. HWABN2,1,0,103.18,100,384,4987276067789979672,14.32,24,48,CA,ON
6221,0,2803611898197268283,2016-02-04T04:55:50.329Z,nan,1,0,101.76,93,2521,-5016003493506265192,27.18,24,48,US,VA
6223,0,2803611898197268283,2016-02-04T04:55:50.329Z,nan,1,0,139.36,96,1790,1788801474825896666,9.98,96,120,US,NY
